Date,Open,High,Low,Close,Adj Close,Volume
2023-04-11,374.010010,375.899994,368.350006,371.109985,371.109985,2161100
2023-04-12,376.420013,378.230011,368.750000,369.890015,369.890015,1978200
2023-04-13,373.200012,379.019989,372.730011,378.799988,378.799988,2434800
2023-04-14,376.369995,380.570007,375.140015,379.380005,379.380005,1525500
2023-04-17,379.609985,380.760010,374.619995,377.920013,377.920013,1614300
2023-04-18,380.899994,380.899994,374.489990,377.549988,377.549988,1586700
2023-04-19,377.899994,382.839996,375.600006,380.109985,380.109985,1775200
2023-04-20,376.040009,383.000000,375.670013,380.260010,380.260010,1947900
2023-04-21,379.970001,380.440002,375.440002,377.670013,377.670013,1841600
2023-04-24,376.589996,378.950012,373.570007,377.339996,377.339996,1531100
2023-04-25,373.630005,375.230011,368.880005,369.589996,369.589996,2413100
2023-04-26,368.600006,369.450012,357.250000,363.059998,363.059998,2803200
2023-04-27,365.940002,373.820007,363.500000,371.420013,371.420013,2338800
2023-04-28,371.420013,377.690002,368.559998,377.559998,377.559998,2061200
2023-05-01,376.510010,378.720001,373.709991,374.149994,374.149994,1868000
2023-05-02,374.359985,375.850006,367.839996,368.660004,368.660004,2287600
2023-05-03,363.489990,365.959991,344.239990,345.250000,345.250000,6700800
2023-05-04,347.970001,348.000000,332.839996,335.829987,335.829987,6614900
2023-05-05,338.980011,349.549988,338.029999,348.399994,348.399994,4260100
2023-05-08,348.000000,350.480011,340.760010,344.059998,344.059998,3135900
2023-05-09,342.500000,345.000000,341.230011,342.649994,342.649994,1879400
2023-05-10,348.250000,352.000000,341.829987,344.019989,344.019989,3386300
2023-05-11,341.880005,344.660004,339.369995,341.579987,341.579987,2183400
2023-05-12,340.510010,340.790009,331.890015,335.450012,335.450012,4278400
2023-05-15,337.350006,345.890015,333.010010,345.670013,345.670013,3330500
2023-05-16,344.200012,347.070007,341.170013,345.109985,345.109985,2558300
2023-05-17,345.359985,358.690002,345.119995,356.630005,356.630005,3560600
2023-05-18,357.000000,361.480011,356.450012,360.429993,360.429993,2896400
2023-05-19,363.000000,372.079987,361.359985,371.250000,371.250000,3855500
2023-05-22,371.250000,374.399994,369.660004,372.049988,372.049988,2627100
2023-05-23,371.809998,376.489990,369.920013,370.420013,370.420013,2967700
2023-05-24,368.410004,369.059998,361.720001,365.760010,365.760010,2666600
2023-05-25,375.489990,397.649994,374.089996,392.059998,392.059998,7030000
2023-05-26,396.720001,416.359985,396.570007,415.390015,415.390015,7833600
2023-05-30,429.940002,432.989990,416.079987,417.209991,417.209991,5332300
2023-05-31,413.899994,421.359985,410.700012,417.790009,417.790009,5158500
2023-06-01,412.290009,430.600006,412.290009,426.750000,426.750000,4443100
2023-06-02,432.000000,438.529999,430.359985,436.369995,436.369995,4332200
2023-06-05,433.010010,440.380005,426.959991,434.179993,434.179993,3447400
2023-06-06,432.549988,437.119995,431.239990,432.890015,432.890015,2342000
2023-06-07,434.559998,436.809998,417.739990,418.320007,418.320007,4773000
2023-06-08,424.149994,440.630005,423.579987,439.029999,439.029999,6062800
2023-06-09,456.910004,466.589996,453.089996,454.000000,454.000000,7928300
2023-06-12,463.709991,478.040009,459.420013,474.630005,474.630005,6913700
2023-06-13,489.709991,491.510010,470.359985,478.989990,478.989990,7412500
2023-06-14,476.149994,483.850006,473.200012,479.529999,479.529999,5150100
2023-06-15,475.470001,495.200012,474.250000,490.910004,490.910004,9682200
2023-06-16,518.229980,518.739990,494.619995,495.179993,495.179993,13335800
2023-06-20,485.630005,492.690002,480.000000,485.859985,485.859985,5331200
2023-06-21,492.000000,495.549988,475.309998,477.480011,477.480011,5258700
2023-06-22,474.119995,481.000000,473.019989,477.579987,477.579987,3601400
2023-06-23,472.950012,487.329987,472.320007,484.720001,484.720001,4450200
2023-06-26,483.010010,487.160004,479.049988,479.510010,479.510010,3169500
2023-06-27,480.000000,490.799988,479.950012,489.269989,489.269989,2691700
2023-06-28,482.000000,489.750000,480.390015,482.429993,482.429993,3229200
2023-06-29,484.470001,485.829987,479.600006,483.769989,483.769989,1905400
2023-06-30,482.739990,492.809998,482.720001,488.989990,488.989990,3095900
2023-07-03,486.390015,486.609985,479.839996,485.209991,485.209991,1491000
2023-07-05,480.989990,489.410004,479.730011,487.260010,487.260010,2190000
2023-07-06,479.989990,482.500000,475.000000,481.290009,481.290009,2100900
2023-07-07,481.980011,490.420013,479.859985,485.269989,485.269989,2324500
2023-07-10,485.269989,499.200012,485.109985,496.350006,496.350006,3352600
2023-07-11,497.279999,506.029999,491.760010,504.739990,504.739990,2844200
2023-07-12,509.410004,510.790009,500.010010,507.359985,507.359985,3027400
2023-07-13,509.619995,519.409973,509.500000,517.280029,517.280029,3049400
2023-07-14,517.340027,523.789978,512.669983,514.830017,514.830017,2300400
2023-07-17,513.000000,522.690002,512.380005,522.000000,522.000000,2645600
2023-07-18,519.640015,535.130005,517.380005,532.229980,532.229980,4094600
2023-07-19,534.479980,539.000000,526.059998,527.169983,527.169983,3383200
2023-07-20,522.030029,528.309998,514.090027,516.880005,516.880005,3264500
2023-07-21,521.750000,529.690002,519.280029,520.229980,520.229980,8098000
2023-07-24,520.000000,524.840027,514.859985,523.859985,523.859985,2260500
2023-07-25,519.419983,526.880005,517.919983,525.340027,525.340027,2472100
2023-07-26,520.489990,521.099976,510.440002,514.549988,514.549988,2918700
2023-07-27,523.159973,527.900024,511.239990,513.969971,513.969971,2477200
2023-07-28,515.429993,530.320007,514.630005,528.869995,528.869995,2810000
2023-07-31,541.869995,552.940002,541.869995,546.169983,546.169983,4059800
2023-08-01,545.780029,552.020020,541.669983,549.099976,549.099976,2274000
2023-08-02,539.320007,539.989990,526.500000,530.299988,530.299988,2971000
2023-08-03,523.000000,530.909973,522.219971,523.760010,523.760010,2183700
2023-08-04,526.739990,535.630005,522.119995,526.880005,526.880005,2461900
2023-08-07,530.000000,532.580017,523.520020,529.729980,529.729980,1777600
2023-08-08,523.989990,524.580017,515.250000,520.599976,520.599976,2626100
2023-08-09,520.549988,520.969971,509.529999,513.780029,513.780029,1843800
2023-08-10,521.030029,523.219971,512.979980,515.830017,515.830017,1901700
2023-08-11,510.829987,514.900024,506.369995,508.450012,508.450012,1929900
2023-08-14,506.779999,522.549988,505.029999,522.250000,522.250000,2052500
2023-08-15,518.349976,522.039978,516.059998,518.700012,518.700012,1824300
2023-08-16,517.809998,523.150024,514.169983,514.489990,514.489990,1541300
2023-08-17,525.000000,525.489990,510.559998,511.670013,511.670013,2455800
2023-08-18,504.649994,510.049988,503.899994,508.130005,508.130005,2139100
2023-08-21,510.290009,522.979980,510.290009,520.469971,520.469971,2428300
2023-08-22,529.719971,530.000000,518.349976,519.479980,519.479980,1496600
2023-08-23,522.729980,535.250000,519.239990,530.710022,530.710022,2336900
2023-08-24,539.000000,539.669983,511.049988,512.429993,512.429993,2950200
2023-08-25,514.919983,528.429993,514.469971,525.059998,525.059998,2308300
2023-08-28,525.700012,533.510010,523.979980,529.919983,529.919983,1684100
2023-08-29,527.700012,541.969971,526.150024,540.570007,540.570007,2167000
2023-08-30,540.099976,546.000000,536.090027,545.359985,545.359985,1930300
2023-08-31,547.000000,562.099976,546.760010,559.340027,559.340027,3919300
2023-09-01,564.799988,569.979980,558.520020,563.210022,563.210022,2232300
2023-09-05,557.880005,567.590027,555.419983,564.880005,564.880005,2349700
2023-09-06,560.450012,564.059998,555.849976,561.940002,561.940002,2299900
2023-09-07,554.000000,561.830017,551.080017,560.460022,560.460022,2089400
2023-09-08,568.900024,570.239990,558.030029,560.359985,560.359985,2262000
2023-09-11,562.000000,565.429993,556.700012,564.500000,564.500000,2083300
2023-09-12,555.630005,559.090027,540.369995,542.210022,542.210022,3961300
2023-09-13,557.020020,559.849976,546.429993,553.559998,553.559998,3465200
2023-09-14,551.090027,555.190002,544.340027,552.159973,552.159973,4786900
2023-09-15,532.109985,537.690002,523.619995,528.890015,528.890015,9769000
2023-09-18,524.229980,533.979980,522.179993,532.419983,532.419983,2650700
2023-09-19,531.349976,542.400024,529.469971,541.690002,541.690002,2385800
2023-09-20,541.690002,548.849976,535.729980,535.780029,535.780029,2626000
2023-09-21,519.479980,526.289978,513.400024,513.880005,513.880005,3844600
2023-09-22,513.090027,518.150024,508.829987,512.900024,512.900024,2702100
2023-09-25,511.450012,514.250000,507.220001,511.600006,511.600006,2219500
2023-09-26,510.140015,510.140015,502.010010,506.299988,506.299988,2375400
2023-09-27,507.510010,509.250000,498.700012,502.600006,502.600006,3311100
2023-09-28,500.000000,508.679993,499.250000,504.670013,504.670013,2720000
2023-09-29,505.440002,518.580017,505.440002,509.899994,509.899994,2795900
2023-10-02,508.239990,522.409973,508.239990,521.130005,521.130005,2411500
2023-10-03,517.520020,520.489990,504.549988,507.029999,507.029999,2004100
2023-10-04,511.929993,519.760010,510.000000,518.419983,518.419983,2027200
2023-10-05,519.840027,522.609985,509.239990,516.440002,516.440002,1818800
2023-10-06,513.219971,531.309998,509.519989,526.679993,526.679993,2523300
2023-10-09,522.000000,530.000000,518.750000,529.289978,529.289978,1713500
2023-10-10,530.909973,537.000000,530.400024,532.719971,532.719971,2090900
2023-10-11,538.590027,551.340027,536.109985,549.909973,549.909973,3307500
2023-10-12,553.700012,574.400024,552.229980,559.630005,559.630005,4624000
2023-10-13,560.000000,562.890015,546.989990,548.760010,548.760010,2832600
2023-10-16,553.179993,555.570007,545.690002,550.739990,550.739990,2179700
2023-10-17,545.409973,560.799988,543.340027,560.090027,560.090027,2355300
2023-10-18,554.479980,568.179993,554.239990,557.869995,557.869995,2614500
2023-10-19,560.000000,567.099976,553.469971,555.739990,555.739990,2809300
2023-10-20,555.739990,555.979980,535.950012,540.960022,540.960022,2728100
2023-10-23,535.809998,548.030029,531.000000,540.409973,540.409973,2172600
2023-10-24,544.640015,546.000000,532.119995,539.559998,539.559998,2358100
2023-10-25,533.559998,534.460022,517.630005,521.140015,521.140015,2526000
2023-10-26,530.000000,530.989990,511.679993,514.280029,514.280029,2876700
2023-10-27,517.500000,519.859985,506.920013,508.119995,508.119995,2985600
2023-10-30,516.109985,530.750000,512.239990,526.940002,526.940002,2806900
2023-10-31,530.640015,532.640015,522.809998,532.059998,532.059998,2052300
2023-11-01,535.000000,545.270020,534.000000,544.500000,544.500000,2644500
2023-11-02,550.440002,559.359985,550.000000,558.710022,558.710022,2634800
2023-11-03,560.000000,567.030029,557.659973,563.659973,563.659973,2066300
2023-11-06,566.000000,567.880005,558.169983,565.450012,565.450012,2593400
2023-11-07,568.809998,589.000000,568.809998,585.200012,585.200012,3993600
2023-11-08,589.000000,595.669983,581.070007,585.309998,585.309998,3079200
2023-11-09,587.510010,590.039978,576.340027,577.739990,577.739990,2336600
2023-11-10,580.489990,598.140015,576.010010,597.219971,597.219971,3062700
2023-11-13,589.979980,594.260010,583.359985,590.340027,590.340027,2505100
2023-11-14,601.559998,613.710022,599.039978,604.330017,604.330017,2884900
2023-11-15,605.000000,605.729980,591.789978,595.309998,595.309998,3088900
2023-11-16,595.450012,605.270020,592.140015,602.059998,602.059998,2040400
2023-11-17,602.070007,605.049988,597.020020,602.659973,602.659973,1968500
2023-11-20,605.309998,614.200012,604.500000,612.700012,612.700012,2393900
2023-11-21,610.630005,615.570007,607.030029,610.989990,610.989990,1906200
2023-11-22,616.630005,624.380005,614.010010,619.719971,619.719971,2064400
2023-11-24,616.260010,619.440002,613.599976,619.429993,619.429993,942700
2023-11-27,618.799988,625.830017,614.570007,619.270020,619.270020,1854400
2023-11-28,613.979980,625.599976,612.260010,623.320007,623.320007,2302900
2023-11-29,625.940002,628.599976,616.770020,617.390015,617.390015,2595600
2023-11-30,620.000000,621.479980,605.070007,611.010010,611.010010,3960300
2023-12-01,609.239990,615.200012,603.179993,612.469971,612.469971,2490000
2023-12-04,604.909973,608.289978,596.210022,604.559998,604.559998,2541500
2023-12-05,596.770020,602.739990,591.169983,602.219971,602.219971,2577700
2023-12-06,608.059998,608.530029,594.489990,595.700012,595.700012,2080400
2023-12-07,598.919983,609.229980,596.469971,608.780029,608.780029,2605200
2023-12-08,605.000000,610.229980,601.299988,610.010010,610.010010,2498800
2023-12-11,616.880005,627.820007,614.340027,625.200012,625.200012,3270600
2023-12-12,625.859985,633.890015,623.000000,633.659973,633.659973,2968900
2023-12-13,630.409973,632.450012,618.030029,624.260010,624.260010,6055500
